lotID,name,deleted,winner,dateCreated,players,key,dateEnded,HasRatingChangedDueToResult,wlnetGameID
5649391675244544,Deadman's ladder : master of desaster vs...,False,5741031244955648,2015-03-08T14:45:17,"[5741031244955648L, 5142291060621312L]",4794849949646848,2015-03-08T15:05:20,True,8203698
5649391675244544,Deadman's ladder : somenewguy vs Arkanto...,False,5105650963054592,2015-03-03T08:15:53,"[6295518502191104L, 5105650963054592L]",4795020674596864,2015-03-03T08:46:55,True,8167538
5649391675244544,Deadman's ladder : Hennns vs AWOL Gls  A...,False,5714163003293696,2015-03-08T14:55:19,"[5676830073815040L, 5714163003293696L]",4808361379889152,2015-03-08T15:15:23,True,8203754
5649391675244544,Deadman's ladder : Master of the Dead vs...,False,5639445604728832,2015-03-05T05:09:18,"[5639445604728832L, 4836609111359488L]",4809889046069248,2015-03-05T05:24:06,True,8180875
5649391675244544,Deadman's ladder : Master of the Dead vs...,False,6252363744542720,2015-03-07T19:01:09,"[5639445604728832L, 6252363744542720L]",4844988860989440,2015-03-07T19:21:11,True,8198238
5649391675244544,Deadman's ladder : Master of the Dead vs...,False,5639445604728832,2015-03-05T06:18:05,"[5639445604728832L, 4804129360707584L]",4855880898052096,2015-03-05T06:38:27,True,8181033
5649391675244544,Deadman's ladder : Beren Erchamion vs La...,True,5142291060621312,2015-03-12T00:07:58,"[5142291060621312L, 4882183009337344L]",4868111622733824,,True,8228807
5649391675244544,Deadman's ladder : Seishi卐 vs Tyr...,False,4816555909054464,2015-03-10T22:10:42,"[4816555909054464L, 5202656289095680L]",4872846555742208,2015-03-10T22:40:49,True,8220758
5649391675244544,Deadman's ladder : Ryiro vs Krzychu...,False,5076495651307520,2015-03-11T08:33:45,"[5668600916475904L, 5076495651307520L]",4874813113892864,2015-03-11T08:53:49,True,8222932
5649391675244544,Deadman's ladder : The Dark Knight vs ma...,False,6295518502191104,2015-03-05T08:06:40,"[6295518502191104L, 5741031244955648L]",5069036098420736,2015-03-05T08:19:43,True,8181329
